	time	Browsers	Page	Category	l_jp_sid	l_jp_cid	g_auth	g_page_restric	l_grp_auth	l_jp_grp_id	Platform	Device	Web browser	Operating system	c9	c7	pageview	cookie	sso
1001	10327369.0	5.186.123.234#017F6529	jplive.forside.sec	other	1072.0	0.0	no	open	no	NOTSET	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/?device=mobil	1,0	2b799b52-36e2-45a8-a2a6-3d052cf16bf6	NOTSET
1002	10328378.0	c2f35af8-8002-3901-7801-321440324213	jplive.forside.sec	other	1072.0	0.0	no	open	no	62.44.134.59	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/	http://jyllands-posten.dk/	1,0	38f39f2e-2f1c-42fc-85b3-b1eb387c6715	NOTSET
1003	10329022.0	80.62.117.105#138C7059	jplive.sport.andensport.tennis.art.9476977	sport	1323.0	9476977.0	no	open	no	80.62.117.104	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/sport/andensport/tennis/ECE9476977/wozniacki-tabte-finalen-i-miami-open/	1,0	013a0000-d51d-4a59-99c7-a9392a8932a5	NOTSET
1004	1032909.0	176.86.171.98#161505B8	jplive.sport.andensport.tennis.art.9476977	sport	1323.0	9476977.0	no	open	no	176.86.171.99	Tablet	iPad	Facebook for iPhone	iOS	http://m.facebook.com	http://jyllands-posten.dk/sport/andensport/tennis/ECE9476977/wozniacki-tabte-finalen-i-miami-open/	1,0	011c8542-c18d-4cae-89bf-cc7d7b7efaa1	NOTSET
1005	10329302.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1006	10330082.0	80.161.50.225#138C7059	jplive.forside.sec	other	1072.0	0.0	no	open	no	80.161.50.230	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/?device=mobil	1,0	339e3965-f05a-4167-80d9-e51faf982beb	NOTSET
1007	10330101.0	d9a4a380-0710-8201-4214-420714070000	jplive.sport.resultater.sec	sport	1329.0	0.0	no	open	no	187.147.31.153	Tablet	Android Tablet	Chrome	Android	http://jyllands-posten.dk/sport/resultater/	http://jyllands-posten.dk/sport/resultater/?uniqueTournamentId=27&tournamentId=4508	1,0	f19d5067-f09d-4767-af06-74820c262910	NOTSET
1008	10331001.0	1af23be4-8002-3901-7801-511480520106	jplive.politik.art.9477003	politik	1164.0	9477003.0	no	open	no	195.184.106.205	Computer	Windows Desktop	Edge	Windows	http://jyllands-posten.dk/	http://jyllands-posten.dk/politik/ECE9477003/private-skal-poste-i-velfaerd-og-faa-gevinst-maalt-paa-resultat/	1,0	b05b2c4c-093b-4eaf-8264-3a9bd2aada9c	NOTSET
1009	10331323.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1010	103315.0	195.249.232.1#0D5AD512	jplive.forside.sec	other	1072.0	0.0	no	open	no	195.249.232.4	Tablet	iPad	Safari	iOS		http://jyllands-posten.dk/	1,0	2b799b52-36e2-45a8-a2a6-3d052cf16bf6	NOTSET
1011	1033161.0	1d817002-8502-1801-8101-911451163094	jplive.indland.art.9476813	indland	1073.0	9476813.0	yes	open	no	86.52.11.192	Mobile	Windows Mobile	Edge	Windows Phone	http://jyllands-posten.dk/	http://jyllands-posten.dk/indland/ECE9476813/naesten-hver-fjerde-dansker-mister-tillid-til-medierne/	1,0	5d2ebedc-d733-4a9b-88dc-726c09d6079a	535734e7-9e17-45ba-bd4c-791e01d321fb
1012	10331643.0	5af78495-0209-0201-0851-458720104000	jplive.forside.sec	other	1072.0	0.0	no	open	no	185.10.223.51	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/?device=mobil	1,0	25ce9486-9cb4-4023-bc42-a4a3ca22003d	NOTSET
1013	10331670.0	cc0ba771-9502-4905-0061-469203724000	jplive.indland.art.9476187	indland	1073.0	9476187.0	no	open	no	NOTSET	Mobile	Android Mobile	Facebook for Android	Android	http://m.facebook.com/	http://jyllands-posten.dk/indland/ECE9476187/aviser-holder-tilbage-med-traditionsrig-aprilsnar/	1,0	7bb88c54-a11a-487d-bb7d-5ec545091394	NOTSET
1014	1033180.0	212.60.120.2#138C7059	jplive.forside.sec	other	1072.0	0.0	no	open	no	212.60.120.3	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/	1,0	3203ee7b-aae5-4ad8-880e-b4b2ee217ec5	NOTSET
1015	10331890.0	94.191.185.122#674E75CD	jplive.indland.art.9476813	indland	1073.0	9476813.0	no	open	no	NOTSET	Mobile	iPhone	Facebook for iPhone	iOS	http://m.facebook.com	http://jyllands-posten.dk/indland/ECE9476813/naesten-hver-fjerde-dansker-mister-tillid-til-medierne/	1,0	9b9ff978-f034-4f56-9e23-a0e18754d397	NOTSET
1016	10332278.0	2.130.141.98#362F4D10	jplive.forside.sec	other	1072.0	0.0	no	open	no	2.130.141.103	Tablet	iPad	Safari	iOS		http://jyllands-posten.dk/	1,0	cd9152f4-e125-40d2-8b0f-ef2c147428cd	NOTSET
1017	10332646.0	184ad088-8402-0803-7014-148407302000	jplive.indland.art.9476187	indland	1073.0	9476187.0	no	open	no	188.113.121.123	Computer	Windows Desktop	Vivaldi	Windows	http://jyllands-posten.dk/	http://jyllands-posten.dk/indland/ECE9476187/aviser-holder-tilbage-med-traditionsrig-aprilsnar/	1,0	82f51dff-d512-448e-a132-efa1b2e0a47a	NOTSET
1018	10332723.0	90.184.201.10#2576FC12	jplive.sport.fodbold.intfodbold.art.9477005	sport	1224.0	9477005.0	no	open	no	90.184.201.9	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/sport/fodbold/intfodbold/bundesliga/ECE9477005/delaney-tre-maal-er-noget-helt-nyt-for-mig/	1,0	3abb46d9-7662-46e1-ae75-7ee90e5897b9	NOTSET
1019	10333020.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1020	1033330.0	19384cdd-1950-2150-3704-414480368380	jplive.livsstil.rejser.art.9458099	livsstil	1353.0	9458099.0	no	open	no	131.164.149.122	Tablet	Android Tablet	Chrome	Android	http://jyllands-posten.dk/	http://jyllands-posten.dk/livsstil/rejser/ECE9458099/top-3-i-aarhus-hoteller-der-kan-noget-saerligt/	1,0	c49b99e3-da4f-4d51-81bf-91c413e632ed	NOTSET
1021	10333546.0	65069896-6061-0165-0711-481560974000	jplive.indland.politiretsvaesen.art.9475724	indland	1162.0	9475724.0	no	open	no	NOTSET	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/indland/ECE9476187/aviser-holder-tilbage-med-traditionsrig-aprilsnar/	http://jyllands-posten.dk/indland/politiretsvaesen/ECE9475724/kvinde-faengslet-i-hemmelig-sag-fra-nordsjaelland/	1,0	7bb87a9d-b2f5-4271-960d-1d98c621ccd4	NOTSET
1022	10333731.0	2.107.86.233#0D5AD512	jplive.forside.sec	other	1072.0	0.0	no	open	no	2.107.86.238	Tablet	iPad	Safari	iOS	http://jyllands-posten.dk/sport/fodbold/superliga/fck/ECE9476994/fanklubber-holder-fast-i-boykot-af-parken/	http://jyllands-posten.dk/	1,0	b1bc8388-2b8f-4948-9035-b5013eab5712	NOTSET
1023	10333856.0	2cf3f48a-1950-2490-2090-141147389818	jplive.forside.sec	other	1072.0	0.0	no	open	no	93.166.19.129	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/	1,0	884ec900-a1c0-4928-9f28-40e0ecfc465c	NOTSET
1024	10334775.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1025	10335297.0	79855e71-9502-4905-0061-491094208000	jplive.indland.art.9476813	indland	1073.0	9476813.0	no	open	no	NOTSET	Mobile	Android Mobile	Facebook for Android	Android	http://m.facebook.com/	http://jyllands-posten.dk/indland/ECE9476813/naesten-hver-fjerde-dansker-mister-tillid-til-medierne/	1,0	2af56a68-434f-4db5-b809-539688ce2ac1	NOTSET
1026	10335465.0	2fda24e7-7021-4054-0541-440264326000	jplive.forside.sec	other	1072.0	0.0	no	open	no	2.107.251.194	Mobile	Android Mobile	Chrome	Android		http://www.jyllands-posten.dk/	1,0	3713d5d1-5797-4541-abde-638ab9629772	NOTSET
1027	1033555.0	84.238.25.58#2CC93C07	jplive.forside.sec	other	1072.0	0.0	no	open	no	84.238.25.61	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/?device=mobil	1,0	fb5b01f8-8345-4833-96fb-195797a57fc2	NOTSET
1028	10336150.0	5119f88e-2307-8022-3019-114429511120	premium.indland.art.9469142	indland	1742.0	9469142.0	no	restricted	no	NOTSET	Computer	Windows Desktop	Chrome	Windows		https://jyllands-posten.dk/protected/premium/indland/ECE9469142/derfor-vil-den-danske-regering-have-bruxelles-paa-banen-i-sagen-om-russisk-gasledning/	1,0	bcac020e-d7c7-441e-9c3a-356a6a2337a6	NOTSET
1029	10336179.0	34d0bc19-5021-5037-0481-373882410000	premium.erhverv.art.9467896	erhverv	1747.0	9467896.0	no	restricted	no	NOTSET	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/?device=mobil	https://jyllands-posten.dk/protected/premium/erhverv/ECE9467896/stressramt-i-mit-hoved-koerte-et-uendeligt-transportbaand-hvorfra-alt-faldt-ned-og-gik-itu/	1,0	399c7ce6-a81f-41b5-b1ec-7599b4f0048b	NOTSET
1030	10337302.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1031	10337450.0	4cc4411c-8002-3902-4701-981480542818	jplive.forside.sec	other	1072.0	0.0	no	open	no	NOTSET	Computer	Windows Desktop	Chrome	Windows		http://jyllands-posten.dk/	1,0	6ae513d7-491f-41fa-a6f3-28702433a47f	NOTSET
1032	10338490.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1033	10338584.0	3612ccc6-1100-1640-1101-501459767085	jplive.forside.sec	other	1072.0	0.0	no	open	no	NOTSET	Computer	Windows Desktop	Chrome	Windows		http://jyllands-posten.dk/	1,0	02698094-1ad1-4bc4-b216-39d2adda9b28	NOTSET
1034	10339113.0	64dd1394-8002-3901-7801-741469730457	jplive.debat.breve.art.9473850	debat	1773.0	9473850.0	no	open	no	62.44.134.93	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/	http://jyllands-posten.dk/debat/breve/ECE9473850/mor-i-vaccinationsboen-bertram-var-doed-i-115-minutter-de-laengste-115-minutter-i-vores-liv/	1,0	8258a0b5-e691-48c2-93e7-f33f574b2fbd	NOTSET
1035	10339437.0	2fda24e7-7021-4054-0541-440264326000	jplive.forside.sec	other	1072.0	0.0	no	open	no	2.107.251.194	Mobile	Android Mobile	Chrome	Android	http://www.jyllands-posten.dk/	http://www.jyllands-posten.dk/	1,0	3713d5d1-5797-4541-abde-638ab9629772	NOTSET
1036	10340050.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1037	10340131.0	7d351319-5024-9050-0131-491072581000	jplive.international.art.9476156	international	1179.0	9476156.0	no	open	no	80.161.131.139	Computer	Windows Desktop	IE	Windows	http://jyllands-posten.dk/	http://jyllands-posten.dk/international/ECE9476156/se-den-foerste-tur-i-luften-for-den-nye-dreamliner/	1,0	2b799b52-36e2-45a8-a2a6-3d052cf16bf6	NOTSET
1038	1034048.0	212.60.120.2#138C7059	jplive.forside.sec	other	1072.0	0.0	no	open	no	212.60.120.3	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/?device=mobil	1,0	3203ee7b-aae5-4ad8-880e-b4b2ee217ec5	NOTSET
1039	10340760.0	acd94418-0023-9014-8020-414910809300	jplive.forside.sec	other	1072.0	0.0	no	open	no	NOTSET	Computer	Windows Desktop	IE	Windows	http://www.google.dk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwickvOix4TTAhWhHJoKHXyAD7IQFgggMAA&url=http%3A%2F%2Fjyllands-posten.dk%2F&usg=AFQjCNGJ5_GeFR5oeezmZeiTdKVZ8s82_A&bvm=bv.151325232,d.bGs	http://jyllands-posten.dk/	1,0	7bfd8b44-a45e-4959-9e82-e61229e1d9bc	NOTSET
1040	10342171.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1041	10342505.0	11393619-3021-2017-0063-145707370100	jplive.forside.sec	other	1072.0	0.0	no	open	no	85.164.225.250	Computer	Windows Desktop	Firefox	Windows	http://jyllands-posten.dk/indland/ECE9449723/det-er-skraemmende-det-er-virkelig-skraemmende/	http://jyllands-posten.dk/	1,0	c0751b05-22c0-432c-a74b-dec69d73ce48	NOTSET
1042	10342692.0	1d0d0031-8007-1082-0148-145366288400	jplive.international.art.9476225	international	1179.0	9476225.0	no	open	no	5.186.155.55	Mobile	iPhone	Facebook for iPhone	iOS	http://m.facebook.com	http://jyllands-posten.dk/international/ECE9476225/rusland-oeger-atomubaadsflaade/	1,0	b9cab55f-e234-4674-8023-6f6dacd60990	NOTSET
1043	1034270.0	334333d7-8502-1801-8102-041483172057	jplive.forside.sec	other	1072.0	0.0	no	open	no	128.0.10.123	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/	http://jyllands-posten.dk/	1,0	147d4ff1-0c8d-4aef-bd6c-f371ae52bd2b	NOTSET
1044	10343447.0	51d33e41-9502-1502-4701-381483201233	jplive.forside.sec	other	1072.0	0.0	no	open	no	87.49.146.152	Tablet	Android Tablet	Chrome	Android		http://jyllands-posten.dk/	1,0	786cb2bf-1806-4392-9965-d2d77328605e	NOTSET
1045	10343595.0	80.161.92.66#0D5AD512	jplive.sport.andensport.tennis.art.9459016	sport	1323.0	9459016.0	no	open	no	NOTSET	Tablet	iPad	Safari	iOS	http://jyllands-posten.dk/	http://jyllands-posten.dk/sport/andensport/tennis/ECE9459016/liveblog-foelg-caroline-wozniackis-finalekamp-i-miami/	1,0	2b799b52-36e2-45a8-a2a6-3d052cf16bf6	NOTSET
1046	10343775.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1047	10344539.0	130.228.47.25#6BAA3C12	jplive.forside.sec	other	1072.0	0.0	no	open	no	NOTSET	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/?device=mobil	1,0	2b799b52-36e2-45a8-a2a6-3d052cf16bf6	NOTSET
1048	10344806.0	344147d9-2012-2018-8095-148958334900	jplive.forside.sec	other	1072.0	0.0	no	open	no	31.220.80.189	Computer	Windows Desktop	Chrome	Windows		http://jyllands-posten.dk/	1,0	4f00777f-4bc5-4a93-9555-7a7d99ab0a92	NOTSET
1049	103452.0	1765e0c5-8502-1801-8101-911450953810	jplive.sport.fodbold.superliga.art.9476970	sport	1244.0	9476970.0	no	open	no	203.174.234.136	Tablet	iPad	Safari	iOS		http://jyllands-posten.dk/sport/fodbold/superliga/silkeborg/ECE9476970/silkeborgtraener-kampe-mod-agf-og-viborg-er-vigtigere/	1,0	fb6bc4c4-52c7-481b-a870-53490432778a	NOTSET
1050	10345364.0	2.104.39.178#3D8B201E	jplive.livsstil.familiesundhed.art.9476373	livsstil	2906.0	9476373.0	no	open	no	2.104.39.177	Tablet	iPad	Facebook for iPhone	iOS	http://m.facebook.com	http://jyllands-posten.dk/livsstil/familiesundhed/ECE9476373/veganerforaeldre-vil-have-kostraad-fra-myndigheder/	1,0	e0cbe543-454c-4e6e-9295-c0605bd5baf5	NOTSET
1051	1034550.0	80.160.124.145#138C7059	premium.livsstil.art.9471805	livsstil	2915.0	9471805.0	no	restricted	no	NOTSET	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/	https://jyllands-posten.dk/protected/premium/livsstil/ECE9471805/fords-familiefavorit-suveraen-vinder-af-brugtbiltitel/	1,0	db1bb46e-b5b3-40c8-a182-26a8cd06f643	NOTSET
1052	10345560.0	85.218.206.57#138C7059	jplive.indland.art.9476813	indland	1073.0	9476813.0	no	open	no	85.218.206.56	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/	http://jyllands-posten.dk/indland/ECE9476813/naesten-hver-fjerde-dansker-mister-tillid-til-medierne/	1,0	6a4e6b3e-01e3-4e2b-8f9a-e3a55442d348	NOTSET
1053	10345741.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1054	10345962.0	76987098-0023-9014-8019-814671560160	jplive.forside.sec	other	1072.0	0.0	no	open	no	NOTSET	Computer	Windows Desktop	Chrome	Windows		http://jyllands-posten.dk/	1,0	788adcd3-78b9-4966-9489-d06a1d42a0da	NOTSET
1055	10346268.0	50742c15-1950-2490-2606-214535037580	jplive.forside.sec	other	1072.0	0.0	no	open	no	NOTSET	Computer	Windows Desktop	Edge	Windows		http://jyllands-posten.dk/	1,0	d48d83cf-b7f2-4d2e-bef0-698327e255f3	NOTSET
1056	10346555.0	5.186.126.82#138C7059	jplive.forside.sec	other	1072.0	0.0	no	open	no	5.186.126.81	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/?device=mobil	1,0	41e01b8d-97b7-4af4-9425-ba5a8204e9e3	NOTSET
1057	10346678.0	62.44.135.10#19239018	premium.erhverv.art.9467353	erhverv	1747.0	9467353.0	no	restricted	no	NOTSET	Computer	Macintosh Desktop	Safari	Mac OS	http://jyllands-posten.dk/	https://jyllands-posten.dk/protected/premium/erhverv/ECE9467353/kraftig-vaekst-i-stresssyge-danskere-presser-pensionsselskaber/	1,0	2ae4dbfd-350a-4309-8ea6-d5937cebf14d	NOTSET
1058	10346878.0	19bf5981-1950-2150-3702-414180226750	jplive.forside.sec	other	1072.0	0.0	no	open	no	188.180.247.206	Tablet	iPad	Safari	iOS	https://www.google.dk/	http://jyllands-posten.dk/	1,0	fb456c14-1ebd-4c38-bcd8-2f011d5b80e2	NOTSET
1059	10347003.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1060	10347202.0	77.68.225.194#362F4D10	jplive.forside.sec	other	1072.0	0.0	no	open	no	77.68.225.195	Tablet	iPad	Safari	iOS		http://jyllands-posten.dk/	1,0	87f283a2-d00f-46fe-9afa-0455512d30a4	NOTSET
1061	10347813.0	80.187.111.97#6B883C11	jplive.livsstil.rejser.art.9458099	livsstil	1353.0	9458099.0	no	open	no	80.187.111.98	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/livsstil/rejser/ECE9458099/top-3-i-aarhus-hoteller-der-kan-noget-saerligt/	1,0	cb3a9c05-47cb-43a1-b448-2f3de711e2a5	NOTSET
1062	10347927.0	19bf5981-1950-2150-3702-414180226750	jplive.forside.sec	other	1072.0	0.0	yes	open	no	188.180.247.206	Tablet	iPad	Safari	iOS	http://jyllands-posten.dk/	http://jyllands-posten.dk/	1,0	fb456c14-1ebd-4c38-bcd8-2f011d5b80e2	9373883b-8f97-4011-938d-d54b0293996f
1063	10348030.0	88.85.33.154#138C7059	jplive.forside.sec	other	1072.0	0.0	no	open	no	88.85.33.155	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/	1,0	28265cbe-a23a-42b1-98ba-087a711f4723	NOTSET
1064	10348213.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1065	1034853.0	10578891-9502-4905-0013-149096579600	jplive.forside.sec	other	1072.0	0.0	no	open	no	80.198.255.210	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/	1,0	3fbd7d69-dbba-48df-adb2-8455806f6178	NOTSET
1066	10349304.0	4cc4411c-8002-3902-4701-981480542818	jplive.indland.art.9476813	indland	1073.0	9476813.0	no	open	no	62.198.146.168	Computer	Windows Desktop	Chrome	Windows	http://jyllands-posten.dk/	http://jyllands-posten.dk/indland/ECE9476813/naesten-hver-fjerde-dansker-mister-tillid-til-medierne/	1,0	6ae513d7-491f-41fa-a6f3-28702433a47f	NOTSET
1067	1034972.0	77.215.238.129#0D5AD512	jplive.debat.breve.art.9473850	debat	1773.0	9473850.0	no	open	no	77.215.238.132	Tablet	iPad	Safari	iOS	http://jyllands-posten.dk/	http://jyllands-posten.dk/debat/breve/ECE9473850/mor-i-vaccinationsboen-bertram-var-doed-i-115-minutter-de-laengste-115-minutter-i-vores-liv/	1,0	4b3105b9-0da2-4655-b50c-8b79baeb6815	NOTSET
1068	10349997.0	85.191.60.170#138C7059	jplive.international.usa.art.9475829	international	1183.0	9475829.0	no	open	no	85.191.60.169	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/	http://jyllands-posten.dk/international/usa/ECE9475829/her-er-donald-trumps-tweet-om-lars-loekke-rasmussens-statsbesoeg/	1,0	ce0eb5fa-868b-45e3-a71f-719bbd7f2be9	NOTSET
1069	10350002.0	b4c687e1-9502-4902-0901-411490108597	jplive.forside.sec	other	1072.0	0.0	no	open	no	2.111.135.158	Computer	Windows Desktop	Firefox	Windows		http://jyllands-posten.dk/	1,0	bb9e0280-f3e1-477b-9d4c-577e07945e11	NOTSET
1070	10350051.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1071	10350990.0	5486a237-1950-2490-2090-141147117425	jplive.debat.breve.art.9473850	debat	1773.0	9473850.0	no	open	no	NOTSET	Computer	Windows Desktop	Chrome	Windows	https://www.facebook.com/	http://jyllands-posten.dk/debat/breve/ECE9473850/mor-i-vaccinationsboen-bertram-var-doed-i-115-minutter-de-laengste-115-minutter-i-vores-liv/	1,0	98cfcf18-ff58-4722-9b7c-cd2e2ba9be77	NOTSET
1072	1035107.0	81.18.230.26#0653FEF0	jplive.forside.sec	other	1072.0	0.0	no	open	no	81.18.230.27	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/	http://jyllands-posten.dk/	1,0	381b9ae8-496b-48a9-88cf-019c9f3b7afe	NOTSET
1073	10351424.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
1074	10351455.0	80.161.92.66#0D5AD512	jplive.forside.sec	other	1072.0	0.0	no	open	no	80.161.92.69	Tablet	iPad	Safari	iOS	http://jyllands-posten.dk/sport/andensport/tennis/ECE9459016/liveblog-foelg-caroline-wozniackis-finalekamp-i-miami/	http://jyllands-posten.dk/	1,0	2b799b52-36e2-45a8-a2a6-3d052cf16bf6	NOTSET
1075	1035199.0	1c23a1a8-8013-4018-1010-814908705870	jplive.forside.sec	other	1072.0	0.0	no	open	no	NOTSET	Mobile	Android Mobile	Chrome	Android		http://jyllands-posten.dk/?device=mobil	1,0	80b9e46e-fca2-4b56-aa82-e8e0bc4db195	NOTSET
1076	10352918.0	de102b91-9502-4902-0901-411474802943	jplive.forside.sec	other	1072.0	0.0	yes	open	no	5.186.57.88	Computer	Windows Desktop	Edge	Windows		http://jyllands-posten.dk/	1,0	d7c69e69-624e-420b-89e2-90255d87d930	4879dc2f-4fba-4dd5-9a49-f9c48b863664
1077	1035363.0	85.82.134.34#0D5AD512	jplive.debat.blogs.katrineholm.art.9475673	debat	3158.0	9475673.0	yes	open	no	85.82.134.35	Tablet	iPad	Safari	iOS	http://jyllands-posten.dk/debat/	http://jyllands-posten.dk/debat/blogs/katrineholm/ECE9475673/mens-vi-venter-paa-endnu-en-braendende-bibel/	1,0	708b1104-f2ee-455f-a248-b5a2e36c6984	ddfa5481-6e50-4959-9c9c-138e14e41f50
1078	1035382.0	195.184.191.185#138C7059	jplive.forside.sec	other	1072.0	0.0	no	open	no	195.184.191.188	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/?device=mobil	1,0	b1505540-307b-4084-bea3-fa599b565328	NOTSET
1079	10353841.0	62.44.135.10#19239018	jplive.forside.sec	other	1072.0	0.0	no	open	no	62.44.135.13	Computer	Macintosh Desktop	Safari	Mac OS		http://jyllands-posten.dk/	1,0	2ae4dbfd-350a-4309-8ea6-d5937cebf14d	NOTSET
1080	1035389.0	2.131.174.169#138C7059	jplive.forside.sec	other	1072.0	0.0	no	open	no	2.131.174.168	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/?device=mobil	1,0	92505c5e-6b58-4b9f-b911-c7a8d7f9644f	NOTSET
1081	10354362.0	11803faa-1950-2490-2604-144286466600	jplive.international.art.9476225	international	1179.0	9476225.0	no	open	no	208.120.10.77	Computer	Windows Desktop	Vivaldi	Windows	http://jyllands-posten.dk/	http://jyllands-posten.dk/international/ECE9476225/rusland-oeger-atomubaadsflaade/	1,0	9f7c5363-9ab3-485f-9155-2c778cd61d61	NOTSET
